SubjectNo,trialNo,itemID,Experiment,mBiasAns,pBiasAns,LorR_bias,participantBiasAns,mTestAns,pTestAns,LorR_final,participantTestAns,noun1Test,noun2Test,totalTime,expStartTime,trainingStartTime,trainingEndTime,finalTestStart,finalTestEnd,verbName,ambigV,mBiasV,pBiasV,trainV1,trainV2,trainV3,mTestV,pTestV,ambigAudioFuture,ambigAudioPast,trainAudioFuture1,trainAudioPast1,trainAudioFuture2,trainAudioPast2,trainAudioFuture3,trainAudioPast3,whichOneAudio,letsFindAudio,Date,Time
2,1,1.5,MannerOfMotionCondition,1,0,1,z,0,1,1,z,c,z,14041.9757,204.8677,14166.3656,14219.7324,14225.659,14241.5761,torging,roll.between.trees.5s.mov,roll.through.tent.5s.mov,walk.between.buildings.5s.mov,roll.down.eagle.5s.mov,roll.up.snowman.5s.mov,roll.around.drum.5s.mov,crabwalk.between.lights.5s.mov,roll.over.bush.5s.mov,torging_manner_future_trees.wav,torging_manner_past_trees.wav,torging_manner_future_eagle.wav,torging_manner_past_eagle.wav,torging_manner_future_snowman.wav,torging_manner_past_snowman.wav,torging_manner_future_drum.wav,torging_manner_past_drum.wav,which_torging.wav,letsfindtorging.wav,16-Oct-2015,14:07:19.218
2,2,1.4,MannerOfMotionCondition,0,1,0,c,1,0,1,z,c,z,14041.9757,324.7682,14285.136,14338.3019,14342.8494,14359.4817,molking,hop.around.penguin.5s.mov,crawl.around.birdhouse.5s.mov,hop.up.deer.5s.mov,hop.over.book.5s.mov,hop.through.tree.5s.mov,hop.between.snowmen.5s.mov,hop.down.gazebo.5s.mov,walk.around.goat.5s.mov,molking_manner_future_penguin.wav,molking_manner_past_penguin.wav,molking_manner_future_book.wav,molking_manner_past_book.wav,molking_manner_future_tree.wav,molking_manner_past_tree.wav,molking_manner_future_snowmen.wav,molking_manner_past_snowmen.wav,which_molking.wav,letsfindmolking.wav,16-Oct-2015,14:09:19.116
2,3,1.3,MannerOfMotionCondition,1,0,0,z,0,1,0,z,c,z,14041.9757,443.9209,14404.2714,14458.8085,14462.0852,14477.5602,zarking,flapwalk.up.cat.5s.mov,flapwalk.around.horse.5s.mov,crawl.up.swan.5s.mov,flapwalk.front.penguin.5s.mov,flapwalk.between.seesaws.5s.mov,flapwalk.through.waterfall.5s.mov,tiptoe.up.well.5s.mov,flapwalk.into.igloo.5s.mov,zarking_manner_future_cat.wav,zarking_manner_past_cat.wav,zarking_manner_future_penguin.wav,zarking_manner_past_penguin.wav,zarking_manner_future_seesaws.wav,zarking_manner_past_seesaws.wav,zarking_manner_future_waterfall.wav,zarking_manner_past_waterfall.wav,which_zarking.wav,letsfindzarking.wav,16-Oct-2015,14:11:18.266
2,4,1.1,MannerOfMotionCondition,1,0,0,z,0,1,1,z,c,z,14041.9757,561.4936,14520.8632,14572.686,14575.8503,14592.6005,krading,crabwalk.into.garage.5s.mov,crabwalk.down.birdhouse.5s.mov,hop.into.cabin.5s.mov,crabwalk.through.tunnel.5s.mov,crabwalk.over.tires.5s.mov,crabwalk.front.bell.5s.mov,roll.into.tower.5s.mov,crabwalk.up.policebox.5s.mov,krading_manner_future_garage.wav,krading_manner_past_garage.wav,krading_manner_future_tunnel.wav,krading_manner_past_tunnel.wav,krading_manner_future_tires.wav,krading_manner_past_tires.wav,krading_manner_future_bell.wav,krading_manner_past_bell.wav,which_krading.wav,letsfindkrading.wav,16-Oct-2015,14:13:15.836
2,5,1.2,MannerOfMotionCondition,0,1,0,c,1,0,0,c,c,z,14041.9757,676.6885,14640.1989,14693.6222,14696.8983,14712.8419,glipping,crawl.down.clown.5s.mov,flapwalk.down.frog.5s.mov,crawl.into.cave.5s.mov,crawl.between.mailboxes.5s.mov,crawl.front.bench.5s.mov,crawl.over.mountain.5s.mov,crawl.up.scarecrow.5s.mov,stoopwalk.down.lamp.5s.mov,glipping_manner_future_clown.wav,glipping_manner_past_clown.wav,glipping_manner_future_mailboxes.wav,glipping_manner_past_mailboxes.wav,glipping_manner_future_bench.wav,glipping_manner_past_bench.wav,glipping_manner_future_mountain.wav,glipping_manner_past_mountain.wav,which_glipping.wav,letsfindglipping.wav,16-Oct-2015,14:15:11.028
