SubjectNo,Date,Time,Experiment,trialNo,itemID,verbName,mannerSideBias,pathSideBias,kidResponseBias,mannerSideTest,pathSideTest,kidResponseTest,noun1Test,noun2Test,totalTime,xxxxxxxxx,expStartTime,trainingStartTime,trainingEndTime,finalTestStart,finalTestEnd,ambigVid,mBiasVid,pBiasVid,trainVid1,trainVid2,trainVid3,mTestVid,pTestVid,ambigAudioFuture,ambigAudioPast,trainAudioFuture1,trainAudioPast1,trainAudioFuture2,trainAudioPast2,trainAudioFuture3,trainAudioPast3,whichOneAudio,letsFindAudio
70,29-Oct-2015,22:14:27.186,PathCondition,1,3.6,pimming,R,L,z,L,R,c,c,z,107.3941,xxxx,109184.9351,109249.582,109273.786,109275.8786,109290.859,stoopwalk.through.flowers.5.mov,tiptoe.through.lighthouse.5.mov,stoopwalk.between.swings.5.mov,crabwalk.through.tunnel.5.mov,hop.through.tree.5.mov,flapwalk.through.waterfall.5.mov,stoopwalk.front.fishtank.5.mov,crawl.through.pyramid.5.mov,pimming_path_future_flowers.wav,pimming_path_past_flowers.wav,pimming_path_future_tunnel.wav,pimming_path_past_tunnel.wav,pimming_path_future_trees.wav,pimming_path_past_trees.wav,pimming_path_future_waterfall.wav,pimming_path_past_waterfall.wav,which_pimming.wav,letsfindpimming.wav
70,29-Oct-2015,22:15:36.110,PathCondition,2,3.2,glipping,L,R,z,R,L,z,c,z,176.3209,xxxx,109184.9351,109320.0967,109345.128,109347.5638,109359.0934,crawl.down.clown.5.mov,flapwalk.down.frog.5.mov,crawl.into.cave.5.mov,roll.down.eagle.5.mov,walk.down.cow.5.mov,tiptoe.down.dog.5.mov,crawl.around.birdhouse.5.mov,stoopwalk.down.lamp.5.mov,glipping_path_future_clown.wav,glipping_path_past_clown.wav,glipping_path_future_eagle.wav,glipping_path_past_eagle.wav,glipping_path_future_cow.wav,glipping_path_past_cow.wav,glipping_path_future_dog.wav,glipping_path_past_dog.wav,which_glipping.wav,letsfindglipping.wav
70,29-Oct-2015,22:16:36.076,PathCondition,3,3.4,molking,L,R,z,R,L,space,c,z,236.2888,xxxx,109184.9351,109383.4729,109408.3413,109411.241,109420.6146,hop.around.penguin.5.mov,crabwalk.around.firehouse.5.mov,hop.up.deer.5.mov,tiptoe.around.spaceship.5.mov,stoopwalk.around.fountain.5.mov,roll.around.drum.5.mov,hop.down.gazebo.5.mov,walk.around.goat.5.mov,molking_path_future_penguin.wav,molking_path_past_penguin.wav,molking_path_future_spaceship.wav,molking_path_past_spaceship.wav,molking_path_future_fountain.wav,molking_path_past_fountain.wav,molking_path_future_drum.wav,molking_path_past_drum.wav,which_molking.wav,letsfindmolking.wav
70,29-Oct-2015,22:17:38.998,PathCondition,4,3.1,krading,L,R,c,R,L,z,c,z,299.2121,xxxx,109184.9351,109441.834,109471.6306,109473.6979,109483.2996,crabwalk.into.garage.5.mov,crabwalk.down.birdhouse.5.mov,hop.into.cabin.5.mov,stoopwalk.into.barn.5.mov,tiptoe.into.spaceship.5.mov,walk.into.castle.5.mov,roll.into.tower.5.mov,crabwalk.up.cat.5.mov,krading_path_future_garage.wav,krading_path_past_garage.wav,krading_path_future_barn.wav,krading_path_past_barn.wav,krading_path_future_spaceship.wav,krading_path_past_spaceship.wav,krading_path_future_castle.wav,krading_path_past_castle.wav,which_krading.wav,letsfindkrading.wav
70,29-Oct-2015,22:18:57.083,PathCondition,5,3.5,torging,L,R,c,R,L,z,c,z,377.2999,xxxx,109184.9351,109524.3855,109550.4473,109552.8892,109560.9057,roll.between.trees.5.mov,roll.through.tent.5.mov,walk.between.buildings.5.mov,crawl.between.mailboxes.5.mov,flapwalk.between.seesaws.5.mov,hop.between.snowmen.5.mov,crabwalk.between.lights.5.mov,roll.over.bush.5.mov,torging_path_future_trees.wav,torging_path_past_trees.wav,torging_path_future_mailboxes.wav,torging_path_past_mailboxes.wav,torging_path_future_seesaws.wav,torging_path_past_seesaws.wav,torging_path_future_snowmen.wav,torging_path_past_snowmen.wav,which_torging.wav,letsfindtorging.wav
70,29-Oct-2015,22:19:55.693,PathCondition,6,3.7,birking,R,L,c,L,R,space,c,z,435.9114,xxxx,109184.9351,109581.4258,109607.1135,109609.1606,109619.5693,tiptoe.over.cone.5.mov,tiptoe.front.snowplow.5.mov,stoopwalk.over.haystack.5.mov,hop.over.book.5.mov,crabwalk.over.tires.5.mov,crawl.over.mountain.5.mov,flapwalk.over.plane.5.mov,tiptoe.between.pigs.5.mov,birking_path_future_cone.wav,birking_path_past_cone.wav,birking_path_future_book.wav,birking_path_past_book.wav,birking_path_future_tires.wav,birking_path_past_tires.wav,birking_path_future_mountain.wav,birking_path_past_mountain.wav,which_birking.wav,letsfindbirking.wav
70,29-Oct-2015,22:20:57.179,PathCondition,7,3.8,dacking,R,L,space,L,R,space,c,z,497.399,xxxx,109184.9351,109641.0743,109667.4415,109669.8789,109680.1861,walk.front.elephant.5.mov,roll.front.giraffe.5.mov,walk.over.sandpile.5.mov,flapwalk.front.penguin.5.mov,crawl.front.bench.5.mov,crabwalk.front.bell.5.mov,walk.through.hut.5.mov,hop.front.bunny.5.mov,dacking_path_future_elephant.wav,dacking_path_past_elephant.wav,dacking_path_future_penguin.wav,dacking_path_past_penguin.wav,dacking_path_future_bench.wav,dacking_path_past_bench.wav,dacking_path_future_bell.wav,dacking_path_past_bell.wav,which_dacking.wav,letsfinddacking.wav
70,29-Oct-2015,22:21:51.375,PathCondition,8,3.3,zarking,R,L,c,L,R,z,c,z,551.5971,xxxx,109184.9351,109701.0572,109726.4212,109728.5073,109735.9235,flapwalk.up.cat.5.mov,flapwalk.around.horse.5.mov,crawl.up.swan.5.mov,walk.up.owl.5.mov,roll.up.snowman.5.mov,stoopwalk.up.monkey.5.mov,tiptoe.up.well.5.mov,flapwalk.into.igloo.5.mov,zarking_path_future_cat.wav,zarking_path_past_cat.wav,zarking_path_future_owl.wav,zarking_path_past_owl.wav,zarking_path_future_snowman.wav,zarking_path_past_snowman.wav,zarking_path_future_monkey.wav,zarking_path_past_monkey.wav,which_zarking.wav,letsfindzarking.wav
