SubjectNo,trialNo,List,itemID,eventType,Condition,verbName,ambigV,mbiasV,pbiasV,mbiasAns,pbiasAns,RT biastest,trainV1,trainV2,trainV3,mtestV,mtestAns,ptestV,ptestAns,RT final test,movieLenght,side,Date,Time,Response,LorR_bias_test,LorR_final_test,ambigAudioFuture,ambigAudioPast,trainAudioFuture1,trainAudioPast1,trainAudioFuture2,trainAudioPast2,trainAudioFuture3,trainAudioPast3,whichOne,expStart,nounOneStart,nounOneEnd,nounTwoStart,nounTwoEnd,expEnd,totalTime,biasTestAns,trainingStart
99,1,List,3,Motion,Condition,zarking,flapwalk.up.cat.mov,flapwalk.around.horse.mov,crawl.up.swan.mov,mbiasAns,0,RT biastest,flapwalk.front.penguin.mov,flapwalk.between.seesaws.mov,flapwalk.through.waterfall.mov,tiptoe.up.well.mov,mtestAns,flapwalk.into.igloo.mov,ptestAns,RT final test,7.1,side,05-Oct-2015,16:39:16.811,Response,1,1,zarking_manner_future_cat.wav,zarking_manner_past_cat.wav,zarking_manner_future_penguin.wav,zarking_manner_past_penguin.wav,zarking_manner_future_seesaws.wav,zarking_manner_past_seesaws.wav,zarking_manner_future_waterfall.wav,zarking_manner_past_waterfall.wav,which_zarking.wav,21144.1585,21144.1585,21160.7002,21160.7002,21160.7002,21247.5227,103.3642,z,21208.6376
99,2,List,2,Motion,Condition,glipping,crawl.down.clown.mov,flapwalk.down.frog.mov,crawl.into.cave.mov,mbiasAns,1,RT biastest,crawl.between.mailboxes.mov,crawl.front.bench.mov,crawl.over.mountain.mov,crawl.around.birdhouse.mov,mtestAns,stoopwalk.down.lamp.mov,ptestAns,RT final test,7.1,side,05-Oct-2015,16:40:36.269,Response,1,1,glipping_manner_future_clown.wav,glipping_manner_past_clown.wav,glipping_manner_future_mailboxes.wav,glipping_manner_past_mailboxes.wav,glipping_manner_future_bench.wav,glipping_manner_past_bench.wav,glipping_manner_future_mountain.wav,glipping_manner_past_mountain.wav,which_glipping.wav,21144.1585,21144.1585,21160.7002,21160.7002,21160.7002,21326.9813,182.8228,z,21290.3364
99,3,List,4,Motion,Condition,molking,hop.around.penguin.mov,crabwalk.around.firehouse.mov,hop.up.deer.mov,mbiasAns,1,RT biastest,hop.over.book.mov,hop.through.tree.mov,hop.between.snowmen.mov,hop.down.gazebo.mov,mtestAns,walk.around.goat.mov,ptestAns,RT final test,7.1,side,05-Oct-2015,16:42:09.353,Response,1,0,molking_manner_future_penguin.wav,molking_manner_past_penguin.wav,molking_manner_future_book.wav,molking_manner_past_book.wav,molking_manner_future_tree.wav,molking_manner_past_tree.wav,molking_manner_future_snowmen.wav,molking_manner_past_snowmen.wav,which_molking.wav,21144.1585,21144.1585,21160.7002,21160.7002,21160.7002,21420.065,275.9065,z,21376.7999
99,4,List,5,Motion,Condition,torging,roll.between.trees.mov,roll.through.tent.mov,walk.between.buildings.mov,mbiasAns,0,RT biastest,roll.down.eagle.mov,roll.up.snowman.mov,roll.around.drum.mov,crabwalk.between.lights.mov,mtestAns,roll.over.bush.mov,ptestAns,RT final test,7.1,side,05-Oct-2015,16:43:15.671,Response,0,0,torging_manner_future_trees.wav,torging_manner_past_trees.wav,torging_manner_future_eagle.wav,torging_manner_past_eagle.wav,torging_manner_future_snowman.wav,torging_manner_past_snowman.wav,torging_manner_future_drum.wav,torging_manner_past_drum.wav,which_torging.wav,21144.1585,21144.1585,21160.7002,21160.7002,21160.7002,21486.3837,342.2252,z,21451.1428
99,5,List,1,Motion,Condition,krading,crabwalk.into.garage.mov,crabwalk.down.birdhouse.mov,hop.into.cabin.mov,mbiasAns,0,RT biastest,crabwalk.through.tunnel.mov,crabwalk.over.tires.mov,crabwalk.front.bell.mov,roll.into.tower.mov,mtestAns,crabwalk.up.policebox.mov,ptestAns,RT final test,7.1,side,05-Oct-2015,16:44:43.221,Response,1,0,krading_manner_future_garage.wav,krading_manner_past_garage.wav,krading_manner_future_tunnel.wav,krading_manner_past_tunnel.wav,krading_manner_future_tires.wav,krading_manner_past_tires.wav,krading_manner_future_bell.wav,krading_manner_past_bell.wav,which_krading.wav,21144.1585,21144.1585,21160.7002,21160.7002,21160.7002,21573.9336,429.7752,z,21533.4434
99,6,List,7,Motion,Condition,birking,tiptoe.over.cone.mov,tiptoe.front.snowplow.mov,stoopwalk.over.haystack.mov,mbiasAns,0,RT biastest,tiptoe.around.spaceship.mov,tiptoe.into.spaceship2.mov,tiptoe.down.dog.mov,flapwalk.over.plane.mov,mtestAns,tiptoe.between.pigs.mov,ptestAns,RT final test,7.1,side,05-Oct-2015,16:45:56.845,Response,0,1,birking_manner_future_cone.wav,birking_manner_past_cone.wav,birking_manner_future_spaceship.wav,birking_manner_past_spaceship.wav,birking_manner_future_spaceship2.wav,birking_manner_past_spaceship2.wav,birking_manner_future_dog.wav,birking_manner_past_dog.wav,which_birking.wav,21144.1585,21144.1585,21160.7002,21160.7002,21160.7002,21647.558,503.3995,z,21595.8169
