SubjectNo,Date,Time,Experiment,trialNo,itemID,verbName,verbMeaning,mannerSideBias,pathSideBias,kidResponseBias,mannerSideTest,pathSideTest,kidResponseTest,noun1Test,noun2Test,xxxxxxxxx,trainingStartTime,trainingEndTime,finalTestStart,finalTestEnd,ambigVid,mBiasVid,pBiasVid,trainVid1,trainVid2,trainVid3,mTestVid,pTestVid,ambigAudioFuture,ambigAudioPast,trainAudioFuture1,trainAudioPast1,trainAudioFuture2,trainAudioPast2,trainAudioFuture3,trainAudioPast3,whichOneAudio,letsFindAudio,xxx,extAnswer,extPathEffect,extVerbName,extMannerMeans,extBiasVid,extAmbigAudioFuture,extAmbigAudioPast,extTestMannerVid,extTestPathVid,extLetsFind,extWhichOne,extStarImage,extMannerSide,extPathSide,extensionStart,extensionEnd
65,06-Feb-2016,10:47:53.279,NA,1,10.2,gossing,comb,L,R,z,L,R,z,c,z,xxxx
65,06-Feb-2016,10:49:55.556,NA,2,10.7,wugging,poker,R,L,c,R,L,c,c,z,xxxx
65,06-Feb-2016,10:51:53.066,NA,3,10.1,blicking,bat,L,R,z,L,R,z,c,z,xxxx
65,06-Feb-2016,10:53:52.952,NA,4,10.8,rolting,trowel,L,R,z,L,R,z,c,z,xxxx
65,06-Feb-2016,10:55:53.890,NA,5,10.3,zicking,crowbar,R,L,c,L,R,z,c,z,xxxx
65,06-Feb-2016,10:57:56.802,NA,6,10.6,klebbing,pliers,R,L,c,L,R,z,c,z,xxxx
65,06-Feb-2016,11:00:02.974,NA,7,10.4,nibbing,hammer,R,L,c,R,L,c,c,z,xxxx
65,06-Feb-2016,11:02:34.343,NA,8,10.5,gorping,knife,L,R,z,L,R,z,c,z,xxxx
65,06-Feb-2016,11:03:18.352,NA,1,10.2,gossing,comb,L,R,z,L,R,z,c,z,xxxx,693183.5716,693237.5745,693240.6743,693257.0829,comb.rip.armchair.5s.mov,comb.open.book.5s.mov,bat.rip.kite.5s.mov,comb.empty.bowl.5s.mov,comb.cut.pie.5s.mov,comb.bend.coathanger.5s.mov,comb.flatten.burger.5s.mov,hammer.rip.shirt.5s.mov,gossing_manner_future_armchair.wav,gossing_manner_past_armchair.wav,gossing_manner_future_bowl.wav,gossing_manner_past_bowl.wav,gossing_manner_future_pie.wav,gossing_manner_past_pie.wav,gossing_manner_future_coathanger.wav,gossing_manner_past_coathanger.wav,which_gossing.wav,letsfindgossing.wav,xxx,z,down,glipping,crawl,crawl.down.clown.5.mov,glipping_manner_future_clown.wav,glipping_manner_past_clown.wav,crawl.into.cave.5s.mov,flapwalk.down.frog.5s.mov,letsfindglipping.wav,which_glipping.wav,longstars.012.jpeg,L,R,694150.0313,694185.638
65,06-Feb-2016,11:03:58.313,NA,2,10.7,wugging,poker,R,L,c,R,L,c,c,z,xxxx,693304.9674,693359.429,693362.304,693378.9629,poker.empty.trash.5s.mov,poker.crush.car.5s.mov,knife.empty.goblet.5s.mov,poker.rip.pants.5s.mov,poker.break.piggybank.5s.mov,poker.flatten.cake.5s.mov,poker.bend.lamp.5s.mov,crowbar.empty.detergentcontainer.5s.mov,wugging_manner_future_trash.wav,wugging_manner_past_trash.wav,wugging_manner_future_pants.wav,wugging_manner_past_pants.wav,wugging_manner_future_piggybank.wav,wugging_manner_past_piggybank.wav,wugging_manner_future_cake.wav,wugging_manner_past_cake.wav,which_wugging.wav,letsfindwugging.wav,xxx,z,over,birking,tiptoe,tiptoe.over.cone.5.mov,birking_manner_future_cone.wav,birking_manner_past_cone.wav,tiptoe.front.snowplow.5s.mov,stoopwalk.over.haystack.5s.mov,letsfindbirking.wav,which_birking.wav,longstars.013.jpeg,L,R,694190.6664,694226.1332
