SubjectNo,trialNo,itemID,Experiment,mBiasAns,pBiasAns,LorR_bias,participantBiasAns,mTestAns,pTestAns,LorR_final,participantTestAns,noun1Test,noun2Test,totalTime,expStartTime,trainingStartTime,trainingEndTime,finalTestStart,finalTestEnd,verbName,ambigV,mBiasV,pBiasV,trainV1,trainV2,trainV3,mTestV,pTestV,ambigAudioFuture,ambigAudioPast,trainAudioFuture1,trainAudioPast1,trainAudioFuture2,trainAudioPast2,trainAudioFuture3,trainAudioPast3,whichOneAudio,letsFindAudio,Date,Time
1,1,1.6,MannerOfMotionCondition,0,1,0,c,1,0,1,c,space,z,11803.6353,199.7144,11926.2629,11979.694,11982.9791,11999.9677,pimming,stoopwalk.through.flowers.5s.mov,tiptoe.through.lighthouse.5s.mov,stoopwalk.between.swings.5s.mov,stoopwalk.into.barn.5s.mov,stoopwalk.around.fountain.5s.mov,stoopwalk.up.monkey.5s.mov,stoopwalk.front.fishtank.5s.mov,crawl.through.pyramid.5s.mov,pimming_manner_future_flowers.wav,pimming_manner_past_flowers.wav,pimming_manner_future_barn.wav,pimming_manner_past_barn.wav,pimming_manner_future_fountain.wav,pimming_manner_past_fountain.wav,pimming_manner_future_monkey.wav,pimming_manner_past_monkey.wav,which_pimming.wav,letsfindpimming.wav,16-Oct-2015,13:29:55.918
1,2,1.5,MannerOfMotionCondition,1,0,1,z,0,1,0,z,space,z,11803.6353,316.837,12040.9755,12094.6489,12099.4212,12116.1958,torging,roll.between.trees.5s.mov,roll.through.tent.5s.mov,walk.between.buildings.5s.mov,roll.down.eagle.5s.mov,roll.up.snowman.5s.mov,roll.around.drum.5s.mov,crabwalk.between.lights.5s.mov,roll.over.bush.5s.mov,torging_manner_future_trees.wav,torging_manner_past_trees.wav,torging_manner_future_eagle.wav,torging_manner_past_eagle.wav,torging_manner_future_snowman.wav,torging_manner_past_snowman.wav,torging_manner_future_drum.wav,torging_manner_past_drum.wav,which_torging.wav,letsfindtorging.wav,16-Oct-2015,13:31:52.895
1,3,1.3,MannerOfMotionCondition,1,0,0,z,0,1,1,z,space,z,11803.6353,431.8658,12157.9994,12212.8068,12216.262,12231.9796,zarking,flapwalk.up.cat.5s.mov,flapwalk.around.horse.5s.mov,crawl.up.swan.5s.mov,flapwalk.front.penguin.5s.mov,flapwalk.between.seesaws.5s.mov,flapwalk.through.waterfall.5s.mov,tiptoe.up.well.5s.mov,flapwalk.into.igloo.5s.mov,zarking_manner_future_cat.wav,zarking_manner_past_cat.wav,zarking_manner_future_penguin.wav,zarking_manner_past_penguin.wav,zarking_manner_future_seesaws.wav,zarking_manner_past_seesaws.wav,zarking_manner_future_waterfall.wav,zarking_manner_past_waterfall.wav,which_zarking.wav,letsfindzarking.wav,16-Oct-2015,13:33:47.921
1,4,1.4,MannerOfMotionCondition,0,1,1,c,1,0,1,c,space,z,11803.6353,572.9664,12272.3133,12325.7375,12329.2294,12345.3652,molking,hop.around.penguin.5s.mov,crawl.around.birdhouse.5s.mov,hop.up.deer.5s.mov,hop.over.book.5s.mov,hop.through.tree.5s.mov,hop.between.snowmen.5s.mov,hop.down.gazebo.5s.mov,walk.around.goat.5s.mov,molking_manner_future_penguin.wav,molking_manner_past_penguin.wav,molking_manner_future_book.wav,molking_manner_past_book.wav,molking_manner_future_tree.wav,molking_manner_past_tree.wav,molking_manner_future_snowmen.wav,molking_manner_past_snowmen.wav,which_molking.wav,letsfindmolking.wav,16-Oct-2015,13:36:09.019
1,5,1.7,MannerOfMotionCondition,1,0,0,z,0,1,0,z,space,z,11803.6353,692.3681,12415.243,12468.5358,12472.741,12489.5187,birking,tiptoe.over.cone.5s.mov,tiptoe.front.snowplow.5s.mov,stoopwalk.over.haystack.5s.mov,tiptoe.around.spaceship.5s.mov,tiptoe.into.spaceship2.5s.mov,tiptoe.down.dog.5s.mov,flapwalk.over.plane.5s.mov,tiptoe.between.pigs.5s.mov,birking_manner_future_cone.wav,birking_manner_past_cone.wav,birking_manner_future_spaceship.wav,birking_manner_past_spaceship.wav,birking_manner_future_spaceship2.wav,birking_manner_past_spaceship2.wav,birking_manner_future_dog.wav,birking_manner_past_dog.wav,which_birking.wav,letsfindbirking.wav,16-Oct-2015,13:38:08.418
1,6,1.8,MannerOfMotionCondition,0,1,0,c,1,0,1,c,space,z,11803.6353,815.3943,12533.9303,12588.827,12592.459,12610.3681,dacking,walk.front.elephant.5s.mov,roll.front.giraffe.5s.mov,walk.over.sandpile.5s.mov,walk.into.castle.5s.mov,walk.down.cow.5s.mov,walk.up.owl.5s.mov,walk.through.hut.5s.mov,hop.front.bunny.5s.mov,dacking_manner_future_elephant.wav,dacking_manner_past_elephant.wav,dacking_manner_future_castle.wav,dacking_manner_past_castle.wav,dacking_manner_future_cow.wav,dacking_manner_past_cow.wav,dacking_manner_future_owl.wav,dacking_manner_past_owl.wav,which_dacking.wav,letsfinddacking.wav,16-Oct-2015,13:40:11.441
1,7,1.1,MannerOfMotionCondition,1,0,0,z,0,1,1,z,space,z,11803.6353,932.0867,12655.7766,12708.0343,12712.6254,12728.2018,krading,crabwalk.into.garage.5s.mov,crabwalk.down.birdhouse.5s.mov,hop.into.cabin.5s.mov,crabwalk.through.tunnel.5s.mov,crabwalk.over.tires.5s.mov,crabwalk.front.bell.5s.mov,roll.into.tower.5s.mov,crabwalk.up.policebox.5s.mov,krading_manner_future_garage.wav,krading_manner_past_garage.wav,krading_manner_future_tunnel.wav,krading_manner_past_tunnel.wav,krading_manner_future_tires.wav,krading_manner_past_tires.wav,krading_manner_future_bell.wav,krading_manner_past_bell.wav,which_krading.wav,letsfindkrading.wav,16-Oct-2015,13:42:08.131
1,8,1.2,MannerOfMotionCondition,0,1,0,c,1,0,0,c,space,z,11803.6353,1050.0586,12773.9313,12827.9444,12831.03,12849.1511,glipping,crawl.down.clown.5s.mov,flapwalk.down.frog.5s.mov,crawl.into.cave.5s.mov,crawl.between.mailboxes.5s.mov,crawl.front.bench.5s.mov,crawl.over.mountain.5s.mov,crawl.up.scarecrow.5s.mov,stoopwalk.down.lamp.5s.mov,glipping_manner_future_clown.wav,glipping_manner_past_clown.wav,glipping_manner_future_mailboxes.wav,glipping_manner_past_mailboxes.wav,glipping_manner_future_bench.wav,glipping_manner_past_bench.wav,glipping_manner_future_mountain.wav,glipping_manner_past_mountain.wav,which_glipping.wav,letsfindglipping.wav,16-Oct-2015,13:44:06.100
