itemID,eventType,Condition,Manner,Path,verbName,verbMeaning,ambigS,ambigV,mbiasV,mbiasAns,pbias,pbiasAns,trainS1,trainV1,trainS2,trainV2,trainS3,trainV3,mTest,mTestAns,pTest,pTestAns,movieLenght
1,Motion,Manner,crabwalk,into,krading,crabwalk,The monster is krading the garage.,crabwalk.into.garage,crabwalk.down.birdhouse,1,hop.into.cabin,0,The monster is krading the tunnel. ,crabwalk.through.tunnel,The monster is krading the tires. ,crabwalk.over.tires,The monster is krading bell.,crabwalk.front.bell,roll.into.tower,0,crabwalk.up.policebox,1,7.1
2,Motion,Manner,crawl,down,glipping,crawl,The monster is glipping the clown.,crawl.down.clown,flapwalk.down.frog,0,crawl.into.cave,1,The monster is glipping the mailboxes. ,crawl.between.mailboxes,The monster is glipping the bench. ,crawl.front.bench,The monster is glipping the mountain.,crawl.over.mountain,crawl.around.birdhouse,1,stoopwalk.down.lamp,0,7.1
3,Motion,Manner,flapwalk,up,zarking,flapwalk,The monster is zarking the cat.,flapwalk.up.cat,flapwalk.around.horse,1,crawl.up.swan,0,The monster is zarking the penguin. ,flapwalk.front.penguin,The monster is zarking the seesaws. ,flapwalk.between.seesaws,The monster is zarking the waterfall.,flapwalk.through.waterfall,tiptoe.up.well,0,flapwalk.into.igloo,1,7.1
4,Motion,Manner,hop,around,molking,hop,The monster is molking the penguin.,hop.around.penguin,crabwalk.around.firehouse,0,hop.up.deer,1,The monster is molking the book. ,hop.over.book,The monster is molking the tree. ,hop.through.tree,The monster is molking the snowmen.,hop.between.snowmen,hop.down.gazeebo,1,walk.around.goat,0,7.1
5,Motion,Manner,roll,between,torging,roll,The monster is torging the trees. ,roll.between.trees,roll.through.tent,1,walk.between.buildings,0,The monster is torging the eagle. ,roll.down.eagle,The monster is torging the snowman. ,roll.up.snowman,The monster is torging the drum.,roll.around.drum,crabwalk.between.lights,0,roll.over.shrub,1,7.1
6,Motion,Manner,stoopwalk,through,pimming,stoopwalk,The monster is pimming the flowers.,stoopwalk.through.flowers,tiptoe.through.lighthouse,0,stoopwalk.between.swings,1,The monster is pimming the barn. ,stoopwalk.into.barn,The monster is pimming the fountain. ,stoopwalk.around.fountain,The monster is pimming the monkey.,stoopwalk.up.monkey,stoopwalk.front.fishtank,1,crawl.through.pyramid,0,7.1
7,Motion,Manner,tiptoe,over,birking,tiptoe,The monster is birking the cone.,tiptoe.over.cone,tiptoe.front.snowplow,1,stoopwalk.over.haystack,0,The monster is birking the spaceship. ,tiptoe.around.spaceship,The monster is birking the spaceship. ,tiptoe.into.spaceship,The monster is birking the dog.,tiptoe.down.dog,flapwalk.over.plane,0,tiptoe.between.pigs,1,7.1
8,Motion,Manner,walk,front,dacking,walk,The monster is dacking the elephant. ,walk.front.elephant,roll.front.giraffe,0,walk.over.sandpile,1,The monster is dacking the owl. ,walk.up.owl,The monster is dacking the cow. ,walk.down.cow,The monster is dacking the castle.,walk.into.castle,walk.through.hut,1,hop.front.bunny,0,7.1
