SubjectNo,Date,Time,VerbDomain,Condition,trialNo,itemID,verbName,verbMeaning,mannerSideBias,pathSideBias,kidResponseBias,mannerSideTest,pathSideTest,kidResponseTest,noun1Test,noun2Test,totalTime,xxxxxxxxx,expStartTime,trainingStartTime,trainingEndTime,finalTestStart,finalTestEnd,ambigVid,mBiasVid,pBiasVid,trainVid1,trainVid2,trainVid3,mTestVid,pTestVid,ambigAudioFuture,ambigAudioPast,trainAudioFuture1,trainAudioPast1,trainAudioFuture2,trainAudioPast2,trainAudioFuture3,trainAudioPast3,whichOneAudio,letsFindAudio
79,23-Mar-2016,15:43:44.977,CoS,Effect,1,5.7,wugging,empty,R,L,z,L,R,z,c,space,331.8006,xxxx,5054.695,5289.3425,5341.5808,5345.9056,5365.5123,poker.empty.trash.5s.mov,poker.crush.car.5s.mov,knife.empty.goblet.5s.mov,comb.empty.bowl.5s.mov,bat.empty.grocerybag.5s.mov,trowel.empty.vase.5s.mov,poker.bend.lamp.5s.mov,crowbar.empty.detergentcontainer.5s.mov,wugging_path_future_trash.wav,wugging_path_past_trash.wav,wugging_path_future_bowl.wav,wugging_path_past_bowl.wav,wugging_path_future_grocerybag.wav,wugging_path_past_grocerybag.wav,wugging_path_future_vase.wav,wugging_path_past_vase.wav,which_wugging.wav,letsfindwugging.wav
79,23-Mar-2016,15:46:07.853,CoS,Effect,2,5.6,klebbing,bend,L,R,c,L,R,c,c,space,475.4128,xxxx,5054.695,5425.2825,5478.8176,5491.4704,5509.7771,pliers.bend.candle.5s.mov,pliers.cut.pizza.5s.mov,hammer.bend.sunflower.5s.mov,trowel.bend.wateringcan.5s.mov,crowbar.bend.spatula.5s.mov,comb.bend.coathanger.5s.mov,pliers.empty.glass.5s.mov,bat.bend.flagpole.5s.mov,klebbing_path_future_candle.wav,klebbing_path_past_candle.wav,klebbing_path_future_wateringcan.wav,klebbing_path_past_wateringcan.wav,klebbing_path_future_spatula.wav,klebbing_path_past_spatula.wav,klebbing_path_future_coathanger.wav,klebbing_path_past_coathanger.wav,which_klebbing.wav,letsfindklebbing.wav
79,23-Mar-2016,15:48:08.957,CoS,Effect,3,5.2,gossing,rip,L,R,c,R,L,z,c,space,596.5142,xxxx,5054.695,5565.5432,5618.2822,5625.3437,5640.8868,comb.rip.armchair.5s.mov,comb.open.book.5s.mov,bat.rip.kite.5s.mov,poker.rip.pants.5s.mov,knife.rip.newspaper.5s.mov,pliers.rip.tablecloth.5s.mov,comb.flatten.burger.5s.mov,hammer.rip.shirt.5s.mov,gossing_path_future_armchair.wav,gossing_path_past_armchair.wav,gossing_path_future_pants.wav,gossing_path_past_pants.wav,gossing_path_future_newspaper.wav,gossing_path_past_newspaper.wav,gossing_path_future_tablecloth.wav,gossing_path_past_tablecloth.wav,which_gossing.wav,letsfindgossing.wav
79,23-Mar-2016,15:50:12.444,CoS,Effect,4,5.4,nibbing,crush,L,R,z,L,R,z,c,space,719.9977,xxxx,5054.695,5687.7603,5739.3481,5745.6092,5761.3853,hammer.crush.strawberries.5s.mov,hammer.empty.brushcontainer.5s.mov,pliers.crush.candycanes.5s.mov,crowbar.crush.soap.5s.mov,trowel.crush.bottle.5s.mov,bat.crush.nuts.5s.mov,hammer.cut.watermelon.5s.mov,comb.crush.juicebox.5s.mov,nibbing_path_future_strawberries.wav,nibbing_path_past_strawberries.wav,nibbing_path_future_soap.wav,nibbing_path_past_soap.wav,nibbing_path_future_bottle.wav,nibbing_path_past_bottle.wav,nibbing_path_future_nuts.wav,nibbing_path_past_nuts.wav,which_nibbing.wav,letsfindnibbing.wav
79,23-Mar-2016,15:52:17.833,CoS,Effect,5,5.1,blicking,break,R,L,c,R,L,z,c,space,845.3833,xxxx,5054.695,5811.231,5864.1443,5870.1618,5884.9757,bat.break.record.5s.mov,bat.flatten.cupcake.5s.mov,comb.break.cookies.5s.mov,knife.break.frame.5s.mov,poker.break.piggybank.5s.mov,hammer.break.bone.5s.mov,bat.open.babybottle.5s.mov,pliers.break.eyeglasses.5s.mov,blicking_path_future_record.wav,blicking_path_past_record.wav,blicking_path_future_frame.wav,blicking_path_past_frame.wav,blicking_path_future_piggybank.wav,blicking_path_past_piggybank.wav,blicking_path_future_bone.wav,blicking_path_past_bone.wav,which_blicking.wav,letsfindblicking.wav
79,23-Mar-2016,15:54:16.168,CoS,Effect,6,5.3,zicking,open,R,L,z,R,L,z,c,space,963.7154,xxxx,5054.695,5933.7813,5985.2894,5991.0957,6005.6395,crowbar.open.grill.5s.mov,crowbar.rip.pillow.5s.mov,trowel.open.door.5s.mov,hammer.open.envelope.5s.mov,pliers.open.jar.5s.mov,knife.open.box.5s.mov,crowbar.break.shoe.5s.mov,poker.open.window.5s.mov,zicking_path_future_grill.wav,zicking_path_past_grill.wav,zicking_path_future_envelope.wav,zicking_path_past_envelope.wav,zicking_path_future_jar.wav,zicking_path_past_jar.wav,zicking_path_future_box.wav,zicking_path_past_box.wav,which_zicking.wav,letsfindzicking.wav
79,23-Mar-2016,15:56:15.621,CoS,Effect,7,5.5,gorping,cut,R,L,z,R,L,z,c,space,1083.1648,xxxx,5054.695,6053.5289,6105.1532,6108.1426,6123.1691,knife.cut.bread.5s.mov,knife.bend.fork.5s.mov,poker.cut.curtain.5s.mov,bat.cut.bagel.5s.mov,comb.cut.pie.5s.mov,crowbar.cut.cucumber.5s.mov,knife.crush.apple.5s.mov,trowel.cut.cheese.5s.mov,gorping_path_future_bread.wav,gorping_path_past_bread.wav,gorping_path_future_bagel.wav,gorping_path_past_bagel.wav,gorping_path_future_pie.wav,gorping_path_past_pie.wav,gorping_path_future_cucumber.wav,gorping_path_past_cucumber.wav,which_gorping.wav,letsfindgorping.wav
79,23-Mar-2016,15:58:21.927,CoS,Effect,8,5.8,rolting,flatten,L,R,c,L,R,c,c,space,1209.4673,xxxx,5054.695,6172.361,6223.7055,6226.6423,6242.2898,trowel.flatten.sand.5s.mov,trowel.break.flowerpot.5s.mov,crowbar.flatten.donut.5s.mov,pliers.flatten.pumpkin.5s.mov,hammer.flatten.sandwich.5s.mov,poker.flatten.cake.5s.mov,trowel.rip.sack.5s.mov,knife.flatten.sponge.5s.mov,rolting_path_future_sand.wav,rolting_path_past_sand.wav,rolting_path_future_pumpkin.wav,rolting_path_past_pumpkin.wav,rolting_path_future_sandwich.wav,rolting_path_past_sandwich.wav,rolting_path_future_cake.wav,rolting_path_past_cake.wav,which_rolting.wav,letsfindrolting.wav
79,23-Mar-2016,15:59:03.718,Motion,Effect,9,1.4,molking,hop,L,R,c,NA,NA,NA,c,space,1251.2566,xxxx,5054.695,NA,NA,NA,6299.1829,hop.around.penguin.5s.mov,hop.up.deer.5s.mov,crawl.around.birdhouse.5s.mov,hop.over.book.5s.mov,hop.through.tree.5s.mov,hop.between.snowmen.5s.mov,hop.down.gazebo.5s.mov,walk.around.goat.5s.mov,molking_manner_future_penguin.wav,molking_manner_past_penguin.wav,molking_manner_future_book.wav,molking_manner_past_book.wav,molking_manner_future_tree.wav,molking_manner_past_tree.wav,molking_manner_future_snowmen.wav,molking_manner_past_snowmen.wav,which_molking.wav,letsfindmolking.wav
79,23-Mar-2016,15:59:43.742,Motion,Effect,10,1.5,torging,roll,R,L,c,NA,NA,NA,c,space,1291.2801,xxxx,5054.695,NA,NA,NA,6340.7206,roll.between.trees.5s.mov,roll.through.tent.5s.mov,walk.between.buildings.5s.mov,roll.down.eagle.5s.mov,roll.up.snowman.5s.mov,roll.around.drum.5s.mov,roll.over.bush.5s.mov,crabwalk.between.lights.5s.mov,torging_manner_future_trees.wav,torging_manner_past_trees.wav,torging_manner_future_eagle.wav,torging_manner_past_eagle.wav,torging_manner_future_snowman.wav,torging_manner_past_snowman.wav,torging_manner_future_drum.wav,torging_manner_past_drum.wav,which_torging.wav,letsfindtorging.wav
